year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2015,12,12,,False,84,None,-85,-85,-31.6,0.0
2016,12,12,,False,200,None,-67,-67,-22.7,0.0
2017,12,12,,False,360,None,-101,-101,-29.1,0.0
2018,12,12,,False,609,-210,-211,-211,-43.8,0.0
2019,12,12,,False,835,-149,-150,-150,-27.2,0.0
2020,12,12,21/02/12,False,1522,172,158,165,27.5,0.0
2021,12,12,22/02/14,False,2262,148,148,124,18.6,0.0
2022,12,12,23/02/14,False,2848,-183,-183,-220,-32.7,0.0
2023,12,12,24/02/14,False,3798,136,140,112,16.5,0.0
2024,12,12,24/02/14,True,4200,140,140,130,19.1,0.0
2020,12,12,20/07/15,True,1435,127,125,118,None,0.0
2020,12,12,20/11/13,True,1510,161,147,124,None,0.0
2021,12,12,21/02/12,True,2282,173,171,200,None,0.0
2022,12,12,22/02/14,True,3200,150,150,149,None,0.0
2022,12,12,22/08/12,True,2820,-255,-255,-291,None,0.0
2023,12,12,23/02/14,True,3707,102,102,80,None,0.0
2024,12,12,24/02/14,True,4200,140,140,130,None,0.0
2020,3,3,,False,250,-35,-36,-36,-6.5,None
2020,6,3,20/08/14,False,351,24,23,23,4.2,None
2020,9,3,20/11/13,False,488,136,125,107,18.5,None
2020,12,3,21/02/12,False,433,47,46,71,11.9,None
2021,3,3,21/05/14,False,435,-67,-67,-57,-8.7,None
2021,6,3,21/08/13,False,526,-4,-5,-4,-0.6,None
2021,9,3,21/11/12,False,729,144,144,122,18.3,None
2021,12,3,22/02/14,False,572,75,76,63,9.5,None
2022,3,3,22/05/13,False,588,-465,-466,-395,-58.6,None
2022,6,3,22/08/12,False,664,63,61,-45,-6.7,None
2022,9,3,22/11/14,False,841,168,167,166,24.6,None
2022,12,3,23/02/14,False,755,51,55,54,8.0,None
2023,3,3,23/05/12,False,801,-274,-277,-277,-41.0,None
2023,6,3,23/08/14,False,902,148,146,145,21.4,None
2023,9,3,23/11/14,False,1136,137,137,137,21.4,None
2023,12,3,24/02/14,False,959,125,134,107,15.8,None
