year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2017,12,12,,False,232,,17,12,6.8,0.0
2018,12,12,,False,278,,17,10,5.7,0.0
2019,12,12,,False,377,,-39,-56,-29.2,0.0
2020,12,12,,False,564,-177,-179,-179,-83.9,0.0
2021,12,12,,False,1057,-400,-404,-436,-186.0,0.0
2022,12,3,23/02/13,False,610,-56,-77,-80,-28.8,
2022,12,12,22/12/19,True,1986,-380,-410,-581,,0.0
2022,12,12,23/02/13,False,2054,-370,-393,-565,-203.4,0.0
2023,3,3,23/05/12,False,622,-5,-6,-6,-2.0,
2023,6,3,23/08/09,False,791,44,44,43,14.2,
2023,9,3,23/11/13,False,808,45,43,43,14.0,
2023,12,3,24/02/13,False,1001,39,34,53,17.2,
2023,12,12,23/02/13,True,2800,100,84,80,,0.0
2023,12,12,23/11/13,True,3150,115,105,95,,0.0
2023,12,12,24/02/13,False,3222,123,115,133,43.2,0.0
2024,3,3,24/05/14,False,955,43,40,36,11.9,
2024,6,3,24/08/13,False,1028,75,72,69,22.3,
2024,9,3,24/11/13,False,1116,192,188,97,31.0,
2024,12,12,24/02/13,True,4500,450,430,280,90.4,0.0
